Date,Close,High,Low,Open,Volume
2024-02-21,7349.020996,7370.881836,7286.669922,7345.791016,152570100
2024-02-22,7339.63623,7365.76123,7321.522949,7334.952148,154523800
2024-02-23,7295.095215,7340.189941,7262.100098,7326.526855,146259500
2024-02-26,7283.823242,7295.14209,7252.28418,7277.640137,147080400
2024-02-27,7285.316895,7292.931152,7255.124023,7263.987793,183851000
2024-02-28,7328.63623,7328.73877,7289.257813,7292.075195,220356500
2024-02-29,7316.11084,7337.922852,7289.341797,7326.803223,230050900
2024-03-01,7311.907227,7331.315918,7269.894043,7318.666016,134622000
2024-03-04,7276.749023,7328.384766,7259.780762,7318.832031,168064100
2024-03-05,7247.459961,7305.446777,7238.338867,7296.53418,152811800
2024-03-06,7329.800781,7331.081055,7248.527832,7252.084961,180285900
2024-03-07,7373.963867,7386.874023,7334.308105,7338.731934,193312700
2024-03-08,7381.907227,7416.433105,7376.155762,7398.429199,125243200
2024-03-13,7421.207031,7441.616211,7392.01123,7422.301758,135225800
2024-03-14,7433.314941,7454.448242,7380.647949,7405.566895,129206200
2024-03-15,7328.054199,7416.338867,7308.035156,7408.658203,231480500
2024-03-18,7302.449219,7358.550781,7300.940918,7338.076172,155334600
2024-03-19,7336.746094,7361.529785,7314.180176,7320.538086,137594400
2024-03-20,7331.12793,7343.459961,7295.350098,7303.929199,169731600
2024-03-21,7338.353027,7396.471191,7336.595215,7360.558105,139792200
2024-03-22,7350.151855,7350.151855,7318.436035,7327.51416,123735900
2024-03-25,7377.759766,7377.759766,7316.929199,7339.523926,124315600
2024-03-26,7365.664063,7371.844238,7330.463867,7337.661133,138442500
2024-03-27,7310.091797,7375.399902,7292.797852,7364.230957,125276700
2024-03-28,7288.812988,7313.01416,7244.954102,7289.158203,124084200
2024-04-01,7205.061035,7295.00293,7137.463867,7286.11377,124345600
2024-04-02,7236.983887,7236.983887,7153.938965,7199.124023,127711500
2024-04-03,7166.844238,7226.353027,7158.740234,7214.02002,111040300
2024-04-04,7254.398926,7254.398926,7165.831055,7170.719238,108900300
2024-04-05,7286.881836,7298.858887,7239.273926,7245.321777,94886600
2024-04-16,7164.807129,7188.088867,7066.573242,7130.62793,175642500
2024-04-17,7130.84082,7234.374023,7130.84082,7199.830078,143541300
2024-04-18,7166.813965,7180.559082,7135.52002,7151.737793,129376600
2024-04-19,7087.316895,7141.581055,7036.206055,7131.455078,150694500
2024-04-22,7073.819824,7117.023926,7026.477051,7099.51709,121595900
2024-04-23,7110.812988,7165.954102,7099.841797,7102.808105,172892100
2024-04-24,7174.533203,7191.176758,7126.850098,7127.047852,154056000
2024-04-25,7155.293945,7177.064941,7132.102051,7167.983887,140400000
2024-04-26,7036.075195,7149.253906,7036.075195,7137.934082,137603900
2024-04-29,7155.78418,7155.78418,7021.492188,7021.492188,129998600
2024-04-30,7234.196777,7266.868164,7179.685059,7187.414063,156560600
2024-05-02,7117.424805,7232.952148,7072.474121,7227.60791,145628700
2024-05-03,7134.724121,7165.102051,7094.616211,7142.86377,159524500
2024-05-06,7135.890137,7178.76709,7102.685059,7171.589844,164988900
2024-05-07,7123.611816,7159.76709,7108.175781,7136.852051,148490800
2024-05-08,7088.794922,7164.308105,7071.345215,7129.456055,147871800
2024-05-13,7099.26123,7111.599121,7052.22998,7061.373047,134590500
2024-05-14,7083.763184,7136.640137,7071.501953,7095.521973,137468100
2024-05-15,7179.831055,7192.14502,7082.118164,7085.378906,139854300
2024-05-16,7246.695801,7270.756836,7201.915039,7203.169922,154713600
2024-05-17,7317.237793,7356.714844,7245.195801,7249.727051,181505100
2024-05-20,7266.690918,7374.546875,7243.012207,7329.399902,158071100
2024-05-21,7186.037109,7295.056152,7179.528809,7258.411133,135589400
2024-05-22,7222.381836,7239.861816,7191.105957,7198.192871,135720300
2024-05-27,7176.419922,7256.184082,7171.48584,7219.981934,190885600
2024-05-28,7253.625977,7308.137207,7228.411133,7228.507813,166427200
2024-05-29,7140.229004,7282.0,7127.208984,7275.529785,144619600
2024-05-30,7034.14209,7134.707031,6984.979004,7125.771973,177693800
2024-05-31,6970.73584,7102.219238,6959.227051,7076.373047,269684600
2024-06-03,7036.190918,7088.400879,6993.094238,7030.207031,141774800
2024-06-04,7099.312012,7149.192871,7065.03418,7071.094238,160663800
2024-06-05,6947.669922,7118.349121,6934.942871,7114.535156,137116300
2024-06-06,6974.896973,7032.574219,6939.545898,6992.562988,129986000
2024-06-07,6897.950195,6994.115234,6887.812012,6987.793945,109886700
2024-06-10,6921.547852,6929.097168,6846.380859,6910.720215,228419200
2024-06-11,6855.690918,6932.461914,6855.690918,6900.310059,150124200
2024-06-12,6850.097168,6866.266113,6821.507813,6859.349121,165086100
2024-06-13,6831.563965,6896.652832,6831.563965,6893.84082,154352200
2024-06-14,6734.832031,6840.196777,6713.271973,6829.993164,143790500
2024-06-19,6726.918945,6791.526855,6698.848145,6739.89502,215680300
2024-06-20,6819.320801,6825.555176,6728.401855,6751.23584,138884000
2024-06-21,6879.978027,6945.833984,6823.062012,6838.478027,202168500
2024-06-24,6889.165039,6914.812012,6870.305176,6877.467773,113953400
2024-06-25,6882.704102,6890.442871,6843.646973,6874.867188,103645300
2024-06-26,6905.64209,6936.262207,6885.402832,6885.815918,111785600
2024-06-27,6967.951172,6968.13623,6915.830078,6929.14502,85223100
2024-06-28,7063.577148,7084.623047,6987.800781,6989.374023,104714500
2024-07-01,7139.625977,7139.625977,7075.375,7076.625977,108297900
2024-07-02,7125.14209,7176.869141,7099.049805,7149.043945,121880100
2024-07-03,7196.754883,7196.754883,7126.814941,7153.766113,126775400
2024-07-04,7220.88916,7262.837891,7204.438965,7212.703125,158574300
2024-07-05,7253.37207,7275.937988,7213.390137,7248.723145,130902100
2024-07-08,7250.977051,7265.083984,7215.467773,7261.98291,160069900
2024-07-09,7269.800781,7302.941895,7239.638184,7254.157227,136101900
2024-07-10,7287.041992,7313.200195,7272.12207,7283.188965,214279500
2024-07-11,7300.407227,7328.269043,7274.062012,7302.504883,146390900
2024-07-12,7327.580078,7354.163086,7300.745117,7336.483887,130722300
2024-07-15,7278.862793,7346.104004,7252.811035,7336.308105,107422000
2024-07-16,7224.292969,7294.791992,7213.28418,7289.809082,107863200
2024-07-17,7224.217773,7265.086914,7207.583008,7261.220215,218209000
2024-07-18,7321.070801,7330.808105,7220.096191,7231.72998,146217900
2024-07-19,7294.495117,7315.13916,7249.816895,7304.278809,125286800
2024-07-22,7321.976074,7341.908203,7301.418945,7316.248047,140918600
2024-07-23,7313.856934,7347.01709,7293.309082,7336.276855,251719000
2024-07-24,7262.758789,7311.151855,7249.276855,7298.507813,149278800
2024-07-25,7240.276855,7268.046875,7207.817871,7264.213867,125922000
2024-07-26,7288.166992,7298.956055,7256.53418,7262.129883,128745600
2024-07-29,7288.896973,7333.898926,7274.25293,7304.598145,131946800
2024-07-30,7241.86377,7292.555176,7226.782227,7283.916992,124088300
2024-07-31,7255.762207,7275.186035,7226.496094,7251.804199,140459400
2024-08-01,7325.984863,7325.984863,7258.874023,7274.51709,119012300
2024-08-02,7308.123047,7337.980957,7264.007813,7304.085938,130681400
2024-08-05,7059.652832,7257.476074,6998.811035,7254.612793,196047200
2024-08-06,7129.214844,7167.259766,7066.500977,7098.672852,122457600
2024-08-07,7212.130859,7246.257813,7147.292969,7149.508789,128572200
2024-08-08,7195.121094,7234.446777,7181.766113,7212.741211,125248900
2024-08-09,7256.996094,7267.421875,7219.922852,7219.983887,112712600
2024-08-12,7297.625,7297.625,7230.785156,7265.150879,156405500
2024-08-13,7356.638184,7366.650879,7286.549805,7316.428223,146066800
2024-08-14,7436.039063,7445.664063,7372.891113,7377.006836,168060500
2024-08-15,7409.500977,7460.387207,7386.736816,7442.910156,150416800
2024-08-16,7432.089844,7459.749023,7417.207031,7443.935059,151268200
2024-08-19,7466.831055,7466.831055,7420.375977,7428.741211,138674400
2024-08-20,7533.984863,7538.157227,7482.504883,7490.319824,183613200
2024-08-21,7554.592773,7594.546875,7543.63916,7563.082031,199930800
2024-08-22,7488.675781,7540.272949,7460.403809,7531.347168,140745300
2024-08-23,7544.297852,7567.51416,7507.737793,7510.664063,128771000
2024-08-26,7606.194824,7619.902832,7549.412109,7549.412109,142108800
2024-08-27,7597.880859,7610.201172,7547.263184,7598.463867,141150100
2024-08-28,7658.875,7672.287109,7581.048828,7604.327148,152042100
2024-08-29,7627.604004,7715.758789,7627.604004,7679.527832,153940300
2024-08-30,7670.73291,7673.182129,7616.345215,7642.778809,194479000
2024-09-02,7694.529785,7726.187988,7669.921875,7686.539063,156165700
2024-09-03,7616.520996,7726.662109,7598.469238,7706.650879,165704700
2024-09-04,7672.895996,7672.895996,7546.048828,7577.096191,147636500
2024-09-05,7681.042969,7722.225098,7650.804199,7679.648926,137717400
2024-09-06,7721.846191,7754.475098,7683.704102,7684.812012,122729500
2024-09-09,7702.73877,7748.325195,7654.725098,7729.254883,138539000
2024-09-10,7761.388184,7764.779785,7723.300781,7725.283203,196539800
2024-09-11,7760.955078,7802.476074,7736.780762,7770.268066,171932600
2024-09-12,7798.153809,7833.271973,7782.016113,7782.016113,252749100
2024-09-13,7812.130859,7828.96582,7775.63623,7805.689941,162457200
2024-09-17,7831.778809,7854.018066,7802.27002,7832.524902,216113800
2024-09-18,7829.134766,7879.043945,7818.959961,7845.813965,241800200
2024-09-19,7905.390137,7910.556152,7853.353027,7858.112793,259454000
2024-09-20,7743.003906,7904.513184,7738.320801,7904.39502,317741900
2024-09-23,7775.730957,7775.730957,7675.291016,7743.201172,260227800
2024-09-24,7778.491211,7810.540039,7717.838867,7774.556152,182808900
2024-09-25,7740.901855,7760.883789,7633.446777,7747.85498,276661800
2024-09-26,7744.516113,7763.081055,7673.047852,7723.097168,202756700
2024-09-27,7696.916016,7736.916016,7663.476074,7713.799805,190512300
2024-09-30,7527.929199,7679.242188,7527.929199,7674.286133,222223500
2024-10-01,7642.132813,7642.132813,7547.11084,7551.461914,206962900
2024-10-02,7563.262207,7619.104004,7501.459961,7601.737793,315317300
2024-10-03,7543.828125,7581.333984,7504.407227,7567.449219,189365800
2024-10-04,7496.09082,7549.23291,7467.795898,7531.791992,223945300
2024-10-07,7504.134766,7540.23584,7450.198242,7493.657227,235809600
2024-10-08,7557.14209,7592.883789,7449.479004,7486.721191,194830700
2024-10-09,7501.285156,7595.576172,7501.216797,7556.555176,169190500
2024-10-10,7480.080078,7528.953125,7467.818848,7501.869141,157952700
2024-10-11,7520.602051,7549.541016,7506.275879,7520.529785,159472100
2024-10-14,7559.654785,7570.26709,7518.812988,7518.812988,205872100
2024-10-15,7626.951172,7635.043945,7573.452148,7579.045898,218732600
2024-10-16,7648.939941,7658.397949,7616.604004,7645.211914,197424300
2024-10-17,7735.039063,7758.669922,7657.721191,7661.073242,224594300
2024-10-18,7760.060059,7790.710938,7718.676758,7762.151855,234291900
2024-10-21,7772.596191,7795.086914,7739.887207,7780.245117,246855900
2024-10-22,7788.98291,7801.403809,7731.960938,7752.383789,286785700
2024-10-23,7787.564941,7805.916992,7761.251953,7774.009766,269650200
2024-10-24,7716.548828,7794.862793,7716.548828,7778.655762,242869700
2024-10-25,7694.660156,7752.250977,7678.178223,7717.425781,205788500
2024-10-28,7634.630859,7714.73877,7599.621094,7705.873047,197205700
2024-10-29,7606.600098,7666.430176,7587.209961,7625.467773,182774700
2024-10-30,7569.850098,7581.90918,7521.734863,7558.795898,168203300
2024-10-31,7574.019043,7617.362793,7558.683105,7569.719238,203290200
2024-11-01,7505.256836,7583.687988,7485.457031,7573.793945,155270800
2024-11-04,7479.50293,7529.703125,7415.809082,7505.11084,212287900
2024-11-05,7491.931152,7496.996094,7451.547852,7474.452148,182653900
2024-11-06,7383.868164,7506.601074,7363.030762,7495.130859,235788800
2024-11-07,7243.859863,7381.757813,7243.859863,7373.566895,204087800
2024-11-08,7287.190918,7350.361816,7263.961914,7263.961914,148863600
2024-11-11,7266.459961,7282.195801,7182.312012,7259.290039,221004900
2024-11-12,7321.98584,7344.074219,7268.608887,7271.173828,287694700
2024-11-13,7308.670898,7370.393066,7304.873047,7344.007813,226286700
2024-11-14,7214.561035,7318.775879,7214.561035,7303.900879,209423400
2024-11-15,7161.257813,7241.65918,7122.675781,7192.208984,213100000
2024-11-18,7134.276855,7174.75293,7118.869141,7152.076172,191734000
2024-11-19,7195.714844,7229.831055,7136.690918,7140.194824,205098000
2024-11-20,7180.334961,7229.706055,7171.265137,7213.995117,164074200
2024-11-21,7140.912109,7209.35791,7140.912109,7168.326172,155717100
2024-11-22,7195.564941,7215.687012,7154.452148,7154.682129,205841500
2024-11-25,7314.10791,7329.492188,7218.828125,7218.952148,264819900
2024-11-26,7245.888184,7341.595215,7245.888184,7329.532227,164096700
2024-11-28,7200.157227,7249.692871,7195.667969,7215.907227,178995100
2024-11-29,7114.266113,7189.128906,7107.28418,7168.003906,218431100
2024-12-02,7046.98584,7153.029785,7041.341797,7117.753906,163941100
2024-12-03,7196.01709,7196.01709,7102.216797,7104.930176,176316700
2024-12-04,7326.76416,7328.324219,7187.478027,7198.098145,166379200
2024-12-05,7313.312988,7338.604004,7283.5,7326.023926,131417800
2024-12-06,7382.785156,7382.809082,7287.596191,7302.665039,130161700
2024-12-09,7437.730957,7440.979004,7380.660156,7382.61377,230130900
2024-12-10,7453.287109,7457.805176,7396.790039,7448.768066,203350400
2024-12-11,7464.751953,7530.559082,7444.173828,7444.858887,235486300
2024-12-12,7394.237793,7470.894043,7380.026855,7441.973145,147665300
2024-12-13,7324.789063,7399.896973,7324.789063,7379.750977,120050700
2024-12-16,7258.630859,7320.794922,7204.653809,7304.217773,186546900
2024-12-17,7157.731934,7263.314941,7132.057129,7238.173828,157427600
2024-12-18,7107.875,7216.882813,7105.067871,7168.966797,122373300
2024-12-19,6977.237793,7040.548828,6951.051758,7034.617188,170862900
2024-12-20,6983.865234,7032.400879,6931.581055,6980.174805,145749700
2024-12-23,7096.444824,7096.444824,7035.727051,7037.529785,138664700
2024-12-24,7065.746094,7120.576172,7063.754883,7115.637207,110632900
2024-12-27,7036.570801,7100.27002,7024.714844,7073.375,144277600
2024-12-30,7079.904785,7079.904785,6993.071777,7026.776855,159672400
2025-01-02,7163.205078,7163.205078,7088.319824,7092.429199,161752600
2025-01-03,7164.429199,7197.007813,7135.275879,7177.25,182944400
2025-01-06,7080.474121,7182.019043,7073.954102,7176.116211,192190300
2025-01-07,7083.28418,7103.185059,7029.512207,7074.259766,144709900
2025-01-08,7080.352051,7129.293945,7046.169922,7099.658203,147124800
2025-01-09,7064.587891,7106.458008,7062.095215,7093.253906,148465600
2025-01-10,7088.866211,7121.628906,7074.144043,7076.904785,166170500
2025-01-13,7016.878906,7089.569824,6986.592773,7076.698242,149887800
2025-01-14,6956.665039,7042.331055,6956.665039,7014.798828,151037100
2025-01-15,7079.562012,7084.564941,6977.772949,6992.848145,173538400
2025-01-16,7107.519043,7190.611816,7071.911133,7165.175781,144790100
2025-01-17,7154.658203,7178.814941,7084.297852,7115.053223,197761000
2025-01-20,7170.736816,7201.606934,7165.443848,7188.401855,183080100
2025-01-21,7181.819824,7221.730957,7176.332031,7207.594238,176177100
2025-01-22,7257.12793,7267.486816,7223.255859,7227.021973,146457400
2025-01-23,7232.643066,7324.625977,7232.643066,7275.000977,142025900
2025-01-24,7166.056152,7261.448242,7166.056152,7255.022949,122224300
2025-01-30,7073.478027,7150.292969,7042.687988,7142.787109,156862200
2025-01-31,7109.195801,7174.745117,7095.678223,7113.575195,125561900
2025-02-03,7030.058105,7089.696777,6933.143066,7087.751953,135419500
2025-02-04,7073.458984,7125.942871,7037.625,7051.484863,250749100
2025-02-05,7024.228027,7079.461914,7002.520996,7071.577148,247130700
2025-02-06,6875.536133,7033.619141,6830.111816,7030.188965,170868800
2025-02-07,6742.576172,6769.780762,6656.724121,6758.104004,152142600
2025-02-10,6648.14209,6713.952148,6585.984863,6681.233887,153503000
2025-02-11,6531.990234,6658.230957,6500.463867,6629.814941,146025200
2025-02-12,6645.777832,6645.777832,6537.476074,6540.946777,141288200
2025-02-13,6613.567871,6647.10498,6565.776855,6637.419922,126053300
2025-02-14,6638.458984,6679.396973,6609.670898,6640.130859,121300000
2025-02-17,6830.881836,6830.881836,6658.220215,6663.305176,136644900
2025-02-18,6873.554199,6908.700195,6830.775879,6847.766113,158584300
2025-02-19,6794.868164,6886.922852,6773.907227,6877.157227,159932500
2025-02-20,6788.041992,6836.723145,6755.430176,6796.669922,168907900
2025-02-21,6803.000977,6814.866211,6758.353027,6788.895996,131140300
2025-02-24,6749.601074,6818.793945,6732.40918,6801.675781,156247700
2025-02-25,6587.086914,6772.649902,6576.969238,6749.437012,194167900
2025-02-26,6606.178223,6682.869141,6547.241211,6627.020996,135195100
2025-02-27,6485.448242,6626.259766,6443.220215,6609.888184,156489700
2025-02-28,6270.597168,6447.882813,6246.278809,6446.644043,196893700
2025-03-03,6519.658203,6570.951172,6347.095215,6362.148926,170810200
2025-03-04,6380.400879,6528.969238,6361.403809,6524.701172,149084200
2025-03-05,6531.398926,6570.819824,6404.688965,6404.688965,143533500
2025-03-06,6617.847168,6667.893066,6573.798828,6577.845215,138941500
2025-03-07,6636.0,6682.937988,6577.832031,6631.311035,198389400
2025-03-10,6598.211914,6629.441895,6568.125977,6618.916992,153564400
2025-03-11,6545.850098,6567.584961,6499.041016,6535.870117,150016300
2025-03-12,6665.044922,6665.044922,6566.203125,6566.798828,139690400
2025-03-13,6647.416992,6707.38623,6618.539063,6700.106934,139851000
2025-03-14,6515.630859,6632.078125,6514.691895,6623.690918,122970500
2025-03-17,6471.946777,6557.410156,6445.975098,6490.670898,126321100
2025-03-18,6223.388184,6465.224121,6011.841797,6458.666016,233069600
2025-03-19,6311.660156,6332.734863,6147.425781,6221.195801,126795800
2025-03-20,6381.673828,6446.88916,6353.693848,6372.61084,146168800
2025-03-21,6258.179199,6426.165039,6218.601074,6418.390137,190225100
2025-03-24,6161.217773,6269.903809,5967.193848,6242.234863,124187900
2025-03-25,6235.619141,6265.295898,6178.490234,6197.986816,111267000
2025-03-26,6472.355957,6489.148926,6312.966797,6314.329102,159762700
2025-03-27,6510.620117,6510.620117,6417.240234,6462.596191,121855500
2025-04-08,5996.14209,6036.554199,5882.60498,5914.288086,184790800
2025-04-09,5967.987793,6092.412109,5949.601074,5978.440918,150044400
2025-04-10,6254.023926,6310.825195,6188.669922,6270.61084,181443500
2025-04-11,6262.226074,6298.777832,6148.775879,6195.567871,117642700
2025-04-14,6368.51709,6404.069824,6225.336914,6225.336914,149701700
2025-04-15,6441.683105,6497.532227,6395.926758,6444.341797,147079600
2025-04-16,6400.054199,6469.597168,6373.790039,6461.273926,142022700
2025-04-17,6438.269043,6438.269043,6384.285156,6407.020996,131124200
2025-04-21,6445.966797,6472.538086,6406.803223,6450.313965,108855100
2025-04-22,6538.266113,6538.321777,6428.10498,6455.079102,150312500
2025-04-23,6634.376953,6642.915039,6588.256836,6589.327148,184488000
2025-04-24,6613.478027,6697.900879,6585.456055,6671.067871,159090300
2025-04-25,6678.915039,6683.36084,6640.777832,6660.619141,169030400
2025-04-28,6722.96582,6738.352051,6688.779785,6716.214844,164549400
2025-04-29,6749.075195,6763.887207,6724.317871,6748.987793,193012300
2025-04-30,6766.794922,6791.25293,6725.966797,6755.463867,210149800
2025-05-02,6815.72998,6818.279785,6765.831055,6811.109863,183083600
2025-05-05,6831.952148,6879.108887,6824.396973,6844.371094,194998400
2025-05-06,6898.196777,6913.687988,6858.150879,6860.445801,162346800
2025-05-07,6926.225098,6970.5,6909.960938,6925.251953,187668100
2025-05-08,6827.75,6965.934082,6824.649902,6945.983887,260892400
2025-05-09,6832.803223,6882.317871,6811.772949,6849.449219,164380000
2025-05-14,6979.879883,6987.780762,6914.753906,6915.957031,272470100
2025-05-15,7040.161133,7076.736816,7002.371094,7003.146973,343582300
2025-05-16,7106.525879,7106.525879,7009.846191,7092.234863,239677400
2025-05-19,7141.09082,7160.65918,7085.973145,7113.442871,227261200
2025-05-20,7094.602051,7202.816895,7088.623047,7164.146973,219667500
2025-05-21,7142.460938,7170.724121,7109.221191,7114.699219,228188900
2025-05-22,7166.980957,7190.668945,7136.78418,7165.100098,201247200
2025-05-23,7214.163086,7223.25293,7177.245117,7206.35791,152151100
2025-05-26,7188.353027,7240.083984,7129.388184,7231.477051,331040000
2025-05-27,7198.966797,7212.568848,7162.960938,7204.171875,245398700
2025-05-28,7175.818848,7237.34082,7166.678223,7223.513184,277488600
2025-06-02,7065.068848,7152.912109,7035.837891,7134.486816,240143000
2025-06-03,7044.821777,7090.351074,6994.155762,7071.638184,199730400
2025-06-04,7069.037109,7094.446777,7052.914063,7083.23877,232777400
2025-06-05,7113.424805,7136.643066,7083.89209,7100.23584,193147800
2025-06-10,7230.745117,7230.745117,7133.378906,7136.862793,265169800
2025-06-11,7222.456055,7239.955078,7172.203125,7232.681152,262581600
2025-06-12,7204.370117,7237.274902,7191.904785,7219.561035,281607200
2025-06-13,7166.064941,7192.663086,7149.609863,7191.124023,230230400
2025-06-16,7117.59082,7211.543945,7117.59082,7158.903809,224577700
2025-06-17,7155.852051,7181.466797,7143.604004,7163.026855,173034400
2025-06-18,7107.789063,7166.667969,7089.455078,7155.124023,180387400
2025-06-19,6968.63916,7115.903809,6935.009766,7107.786133,222226000
2025-06-20,6907.138184,6956.805176,6873.71582,6948.28418,331625100
2025-06-23,6787.140137,6834.769043,6745.146973,6833.475098,226947900
2025-06-24,6869.170898,6924.969238,6852.112793,6864.278809,186087300
2025-06-25,6832.143066,6918.783203,6814.73584,6908.924805,170914900
2025-06-26,6897.399902,6897.399902,6817.411133,6842.012207,154075100
2025-06-30,6927.679199,6949.279785,6876.258789,6936.064941,167652600
2025-07-01,6915.359863,6971.23877,6885.138184,6954.38623,149285200
2025-07-02,6881.245117,6905.369141,6838.403809,6896.421875,182041600
